,Business Name,Source,Street Address,City,State,Zip,Title.1,Document URL,Key Nature,Docket Num,Court Juris,Filed Date
108,ROMERO MOTORS CORPORATION,https://businesssearch.sos.ca.gov/,1307 KETTERING LOOP,ONTARIO,CA,91761,MEZA V. HYUNDAI,https://www.westlaw.com/Document/I7AD9F091DD2611EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6404100000173e77943a1a4b25115%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D290%26alertGuid%3Di0ad606680000016d19c6dc1be05dfd3e&listSource=Alert&list=DocketAlertNext&rank=290&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606680000016d19c6dc1be05dfd3e,"CONTRACTS, BREACH OF WARRANTY",CIVDS2015672,CA SAN BERNARDINO SUPER. CT,2020-07-29
109,ALL TESTATE AND INTESTATE HEIRS OF ELIZABET,,,,,,NEWREZ LLC V. COLE,https://www.westlaw.com/Document/I70BF92C7DD2611EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6404100000173e77943a1a4b25115%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D328%26alertGuid%3Di0ad606680000016d19c6dc1be05dfd3e&listSource=Alert&list=DocketAlertNext&rank=328&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606680000016d19c6dc1be05dfd3e,"CONTRACTS, BREACH OF WARRANTY",CIVDS2015691,CA SAN BERNARDINO SUPER. CT,2020-07-28
110,Gotion Inc,,,,,,"V5 Systems, Inc, Delaware Corporation v. Far",https://www.westlaw.com/Document/I2474CF4BDD1811EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e75b6faf65100e5b%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D25%26alertGuid%3Di0ad60f7700000160d78e42898c1447b6&listSource=Alert&list=DocketAlertNext&rank=25&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad60f7700000160d78e42898c1447b6,"Contracts, Breach of Warranty",RG20070252,CA Alameda Super. Ct.,2020-08-05
111,BZ DESIGN INC.,https://businesssearch.sos.ca.gov/,4700 NATICK AVE # 314,SHERMAN OAKS,CA,91403,"ALBERT POGOSYAN, ET AL. V. BZ DESIGN INC., A CALIFORNIA CORPORATION, ET AL.",https://www.westlaw.com/Document/I9719CFDEDD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D7%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=7&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"CONTRACTS, BREACH OF WARRANTY",20STCV30466,CA LOS ANGELES SUPER. CT.,2020-08-11
112,CALLAND ENGINEERING INC.,,,,,,"ALBERT POGOSYAN, ET AL. V. BZ DESIGN INC., A CALIFORNIA CORPORATION, ET AL.",https://www.westlaw.com/Document/I9719CFDEDD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D7%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=7&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"CONTRACTS, BREACH OF WARRANTY",20STCV30466,CA LOS ANGELES SUPER. CT.,2020-08-11
113,GEOBODEN INC ,,,,,,"ALBERT POGOSYAN, ET AL. V. BZ DESIGN INC., A CALIFORNIA CORPORATION, ET AL.",https://www.westlaw.com/Document/I9719CFDEDD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D7%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=7&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"CONTRACTS, BREACH OF WARRANTY",20STCV30466,CA LOS ANGELES SUPER. CT.,2020-08-11
114,P.A. & ASSOCIATES INC. AN ENTITY OF FORM UNKNOWN,,,,,,"ALBERT POGOSYAN, ET AL. V. BZ DESIGN INC., A CALIFORNIA CORPORATION, ET AL.",https://www.westlaw.com/Document/I9719CFDEDD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D7%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=7&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"CONTRACTS, BREACH OF WARRANTY",20STCV30466,CA LOS ANGELES SUPER. CT.,2020-08-11
115,REACTWELL LLC COMPANY,,,,,,"BRUNET HOLDING, LLC, A DELAWARE LIMITED LIABILITY COMPANY, ET AL. V. REACTWELL, LLC, A LOUISIANA LIMITED LIABILITY COMPANY, ET AL.",https://www.westlaw.com/Document/I9719D015DD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D18%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=18&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"CONTRACTS, BREACH OF WARRANTY",20STCV30418,CA LOS ANGELES SUPER. CT.,2020-08-11
116,SAFETY SPOT INC.,https://businesssearch.sos.ca.gov/,525 S. HEWITT STREET,LOS ANGELES,CA,90013,"BRUNET HOLDING, LLC, A DELAWARE LIMITED LIABILITY COMPANY, ET AL. V. REACTWELL, LLC, A LOUISIANA LIMITED LIABILITY COMPANY, ET AL.",https://www.westlaw.com/Document/I9719D015DD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D18%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=18&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"CONTRACTS, BREACH OF WARRANTY",20STCV30418,CA LOS ANGELES SUPER. CT.,2020-08-11
117,GRAPEVINE ADVISORS LLC COMPANY,,,,,,"ROMSPEN MORTGAGE LIMITED PARTNERSHIP, AN ONTARIO, CANADA LIMITED PARTNERSHIP V. GRAPEVINE ADVISORS, LLC, A CALIFORNIA LIMITED LIABILITY COMPANY, ET AL.",https://www.westlaw.com/Document/I1B28779ADCFB11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D88%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=88&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"CONTRACTS, BREACH OF WARRANTY",20PSCV00527,CA LOS ANGELES SUPER. CT.,2020-08-12
118,NEW CHOICE INSTALLERS & MOVERS ,,,,,,"SECURITY NATIONAL INSURANCE COMPANY V. SADADT GONZALES, ET AL.",https://www.westlaw.com/Document/I11770694DD0111EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D92%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=92&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"CONTRACTS, BREACH OF WARRANTY",20STCV30436,CA LOS ANGELES SUPER. CT.,2020-08-11
119,GH MOTORSPORTS LLC,https://businesssearch.sos.ca.gov/,"7833 SEPULVEDA BLVD., UNIT 23",VAN NUYS,CA,91405,"AFC CAL, LLC V. GH MOTORSPORTS LLC",https://www.westlaw.com/Document/I5E6E6FA7DD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D23%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=23&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,"CONTRACTS, BREACH OF WARRANTY",30-2020-01154387-CU-BC-CJC,CA ORANGE SUPER. CT.,2020-08-10
120,"KABUKI RESTAURANTS, INC.",https://businesssearch.sos.ca.gov/,"4465 WILSHIRE BLVD, #100",LOS ANGELES,CA,90010,"ANDREW CARR V. SELLOUT RESTAURANT GROUP, LLC",https://www.westlaw.com/Document/I5FD8FCD8DD1C11EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D25%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=25&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,"CONTRACTS, BREACH OF WARRANTY",30-2020-01154461-CU-BC-CJC,CA ORANGE SUPER. CT.,2020-08-10
121,SOPHISTICATED V.I.P'S LLC,,,,,,"DYNAMIC TRUCK SALES, INC. V. SOPHISTICATED V.I.P'S LLC",https://www.westlaw.com/Document/I7F0A31F7DCA511EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D88%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=88&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,"CONTRACTS, BREACH OF WARRANTY",30-2020-01154242-CU-BC-CJC,CA ORANGE SUPER. CT.,2020-08-07
122,"S.C. SHORELINE CONSTRUCTION CO, INC.",https://businesssearch.sos.ca.gov/,2340 S. EL CAMINO REAL SUITE 18,SAN CLEMENTE,CA,92672,"HASSAN FARJAMRAD V. S.C. SHORELINE CONSTRUCTION CO, INC.",https://www.westlaw.com/Document/I5E83803FDD1C11EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D99%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=99&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,"CONTRACTS, BREACH OF WARRANTY",30-2020-01154451-CU-BC-CJC,CA ORANGE SUPER. CT.,2020-08-10
123,JAGUAR LAND ROVER NORTH AMERICA LLC,,,,,,MIRIAM H. BERTKE V. JAGUAR LAND ROVER NORTH AMERICA LLC,https://www.westlaw.com/Document/I5FD8FCBFDD1C11EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D126%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=126&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,"CONTRACTS, BREACH OF WARRANTY",30-2020-01154449-CU-BC-CJC,CA ORANGE SUPER. CT.,2020-08-10
124,"J & C YANG, LLC",,,,,,"NICK RICHARDS V. J & C YANG, LLC",https://www.westlaw.com/Document/I5F245483DD1C11EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D129%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=129&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,"CONTRACTS, BREACH OF WARRANTY",30-2020-01154292-CL-BC-CJC,CA ORANGE SUPER. CT.,2020-08-10
125,"EAST SHORE AUTO, INC.",,,,,,"UNITED AUTO CREDIT CORPORATION V. EAST SHORE AUTO, INC.",https://www.westlaw.com/Document/I607786D2DD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D158%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=158&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,"CONTRACTS, BREACH OF WARRANTY",30-2020-01154357-CU-BC-CJC,CA ORANGE SUPER. CT.,2020-08-10
126,Camico Mutual Insurance Company,https://businesssearch.sos.ca.gov/,"1800 GATEWAY DRIVE, SUITE 300",SAN MATEO,CA,94404,"Wheeler Accountants, LLP v. Camico Mutual Insurance Company",https://www.westlaw.com/Document/I13369E2EDD2B11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D244%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=244&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"Contracts, Franchise",20CV369218,CA Santa Clara Super. CT.,2020-08-06
127,LANDMARK AMERICAN INSURANCE CO.,,,,,,"CORVEL ENTERPRISE COMP,, INC. V. LANDMARK AMERICAN INSURANCE CO.",https://www.westlaw.com/Document/I7F0A31AEDCA511EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D50%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=50&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, INSURANCE",30-2020-01154304-CU-IC-CJC,CA ORANGE SUPER. CT.,2020-08-07
128,Penn Mutual Life Insurance Company,https://businesssearch.sos.ca.gov/,600 DRESHER ROAD,HORSHAM,PA,19044,Jameson v. Penn Mutual Life Insurance Company,https://www.westlaw.com/Document/I4C149144DCA211EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D110%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=110&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"Contracts, Insurance",37-2020-00028213-CU-IC-CTL,CA San Diego Super.Ct.,2020-08-12
129,BRENTWOOD SERVICES ADMINISTRATORS,,,,,,"SERGIO SANCHEZ, AN INDIVIDUAL V. BRENTWOOD SERVICES ADMINISTRATORS, ET AL.",https://www.westlaw.com/Document/I4BCB8E1BDD3411EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D205%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=205&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, INSURANCE",20STCV30478,CA LOS ANGELES SUPER. CT.,2020-08-12
130,CENTURY NATIONAL INSURANCE CO,,,,,,"SYCAMORE RESTAURANT GROUP, LLC V. CENTURY NATIONAL INSURANCE CO, ET AL.",https://www.westlaw.com/Document/ID34BD07ADD3411EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D229%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=229&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, INSURANCE",20STCV30459,CA LOS ANGELES SUPER. CT.,2020-08-12
131,UNICO INSURANCE AGENCY INC,,,,,,"SYCAMORE RESTAURANT GROUP, LLC V. CENTURY NATIONAL INSURANCE CO, ET AL.",https://www.westlaw.com/Document/ID34BD07ADD3411EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D229%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=229&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, INSURANCE",20STCV30459,CA LOS ANGELES SUPER. CT.,2020-08-12
132,UNICO INSURANCE AGENCY INC,,,,,,"SYCAMORE RESTAURANT GROUP, LLC V. CENTURY NATIONAL INSURANCE CO, ET AL.",https://www.westlaw.com/Document/ID34BD07ADD3411EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D101%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=101&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"CONTRACTS, INSURANCE",20STCV30459,CA LOS ANGELES SUPER. CT.,2020-08-12
133,"Veolia Water North America-West, LLC",,,,,,"GERSHENSON v. Veolia Water North America-West, LLC",https://www.westlaw.com/Document/IE2BCFFBBDCC011EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D9%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=9&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Contracts, Other Contract",2:20-CV-07254,"CA U.S. Dist. Ct., Cent.",2020-08-12
134,"Sistemas Medicos Nacionales, S.A. de C.V.",https://businesssearch.sos.ca.gov/,AVE. PASEO TIJUANA #406 - PB2,TIJUANA BC,MEXICO,22010,"Grimmway Enterprises, Inc. v. Sistemas Medicos Nacionales, S.A. de C.V.",https://www.westlaw.com/Document/IE2BCD9ABDCC011EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D10%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=10&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Contracts, Other Contract",1:20-CV-01113,"CA U.S. Dist. Ct., East",2020-08-12
135,"ITERABLE, INC.",https://businesssearch.sos.ca.gov/,"71 STEVENSON ST., STE. 300",SAN FRANCISCO,CA,94105,"OLYMPIC MEDIA, LLC v. ITERABLE, INC.",https://www.westlaw.com/Document/I004BD57BDD0B11EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D17%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=17&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Contracts, Other Contract",3:20-CV-05616,"CA U.S. Dist. Ct., North",2020-08-12
